Original Word,Stemmed Word
بعض,بعض
منهم,نهم
من,من
كلم,كلم
الله,الل
ورفع,رفع
بعضهم,بعض
درجات,درج
وآتينا,وآت
عيسى,عيسى
ابن,ابن
مريم,ريم
البينات,بين
وأيدناه,وأد
بروح,برح
القدس,قدس
ولو,ولو
شاء,شاء
الله,الل
ما,ما
اقتتل,قتل
الذين,الذين
من,من
بعدهم,بعد
من,من
بعد,بعد
ما,ما
جاءتهم,جءت
البينات,بين
ولكن,ولكن
اختلفوا,خلف
فمنهم,فمن
من,من
آمن,امن
ومنهم,ومن
من,من
كفر,كفر
ولو,ولو
شاء,شاء
الله,الل
ما,ما
اقتتلوا,قتل
ولكن,ولكن
الله,الل
يفعل,فعل
ما,ما
يريد,يرد
يا,يا
أيها,ايه
الذين,الذين
آمنوا,امن
أنفقوا,نفق
مما,مما
رزقناكم,رزق
من,من
قبل,قبل
أن,ان
يأتي,يأت
يوم,يوم
لا,لا
بيع,بيع
فيه,فيه
ولا,ولا
خلة,خلة
ولا,ولا
شفاعة,شفع
والكافرون,كفر
هم,هم
الظالمون,ظلم
الله,الل
لا,لا
إله,اله
إلا,الا
هو,هو
الحي,الح
القيوم,قيم
لا,لا
تأخذه,أخذ
سنة,سنة
ولا,ولا
نوم,نوم
له,له
ما,ما
في,في
السماوات,سمو
وما,وما
في,في
الأرض,ارض
من,من
ذا,ذا
الذي,الذي
يشفع,شفع
عنده,عند
إلا,الا
بإذنه,بإذ
يعلم,علم
ما,ما
بين,بين
أيديهم,ايد
وما,وما
خلفهم,خلف
ولا,ولا
يحيطون,يحط
بشيء,بشء
من,من
علمه,علم
إلا,الا
بما,بما
شاء,شاء
وسع,وسع
كرسيه,كرس
السماوات,سمو
والأرض,ارض
ولا,ولا
يئوده,يئد
حفظهما,حفظ
وهو,وهو
العلي,علي
العظيم,عظم
لا,لا
إكراه,كره
في,في
الدين,دين
قد,قد
تبين,تبن
الرشد,رشد
من,من
الغي,الغ
فمن,فمن
يكفر,كفر
بالطاغوت,طغت
ويؤمن,يؤم
بالله,بلل
فقد,فقد
استمسك,مسك
بالعروة,عرة
الوثقى,ثقى
لا,لا
انفصام,فصم
لها,لها
والله,ولل
سميع,سمع
عليم,علم
الله,الل
ولي,ولي
الذين,الذين
آمنوا,امن
يخرجهم,خرج
من,من
الظلمات,ظلم
إلى,الى
النور,نور
والذين,ذين
كفروا,كفر
أولياؤهم,ليؤ
الطاغوت,طغت
يخرجونهم,خرجو
من,من
النور,نور
إلى,الى
الظلمات,ظلم
أولئك,ولئ
أصحاب,صحب
النار,نار
هم,هم
فيها,فيه
خالدون,خلد
ألم,الم
تر,تر
إلى,الى
الذي,الذي
حاج,حاج
إبراهيم,راهيم
في,في
ربه,ربه
أن,ان
آتاه,اته
الله,الل
الملك,ملك
إذ,اذ
قال,قال
إبراهيم,راهيم
ربي,ربي
الذي,الذي
يحيي,يحي
ويميت,ويم
قال,قال
أنا,انا
أحيي,احي
وأميت,وأم
قال,قال
إبراهيم,راهيم
فإن,فإن
الله,الل
يأتي,يأت
بالشمس,شمس
من,من
المشرق,شرق
فأت,فأت
بها,بها
من,من
المغرب,غرب
فبهت,فبه
الذي,الذي
كفر,كفر
والله,ولل
لا,لا
يهدي,يهد
القوم,قوم
الظالمين,ظلم
أو,او
كالذي,كلذ
مر,مر
على,على
قرية,قرة
وهي,وهي
خاوية,خاي
على,على
عروشها,عرش
قال,قال
أنى,انى
يحيي,يحي
هذه,هذه
الله,الل
بعد,بعد
موتها,موت
فأماته,فأم
الله,الل
مائة,ائة
عام,عام
ثم,ثم
بعثه,بعث
قال,قال
كم,كم
لبثت,لبث
قال,قال
لبثت,لبث
يوما,يوم
أو,او
بعض,بعض
يوم,يوم
قال,قال
بل,بل
لبثت,لبث
مائة,ائة
عام,عام
فانظر,نظر
إلى,الى
طعامك,طعم
وشرابك,شرب
لم,لم
يتسنه,يتس
وانظر,نظر
إلى,الى
حمارك,حمر
ولنجعلك,جعل
آية,اية
للناس,ناس
وانظر,نظر
إلى,الى
العظام,عظم
كيف,كيف
ننشزها,نشز
ثم,ثم
نكسوها,كسو
لحما,لحم
فلما,فلم
تبين,تبن
له,له
قال,قال
أعلم,علم
أن,ان
الله,الل
على,على
كل,كل
شيء,شيء
قدير,قدر
وإذ,وإذ
قال,قال
إبراهيم,راهيم
رب,رب
أرني,ارن
كيف,كيف
تحيي,تحي
الموتى,وتى
قال,قال
أولم,ولم
تؤمن,تؤم
قال,قال
بلى,بلى
ولكن,ولكن
ليطمئن,طمئ
قلبي,قلب
قال,قال
فخذ,فخذ
أربعة,ربع
من,من
الطير,طير
فصرهن,فصر
إليك,الك
ثم,ثم
اجعل,جعل
على,على
كل,كل
جبل,جبل
منهن,نهن
جزءا,جزء
ثم,ثم
ادعهن,ادع
يأتينك,أين
سعيا,سعا
واعلم,علم
أن,ان
الله,الل
عزيز,عزز
حكيم,حكم
مثل,مثل
الذين,الذين
ينفقون,نفق
أموالهم,مول
في,في
سبيل,سبل
الله,الل
كمثل,كمثل
حبة,حبة
أنبتت,بتت
سبع,سبع
سنابل,نبل
في,في
كل,كل
سنبلة,نبل
مائة,ائة
حبة,حبة
والله,ولل
يضاعف,ضعف
لمن,لمن
يشاء,يشء
والله,ولل
واسع,وسع
عليم,علم
الذين,الذين
ينفقون,نفق
أموالهم,مول
في,في
سبيل,سبل
الله,الل
ثم,ثم
لا,لا
يتبعون,تبع
ما,ما
أنفقوا,نفق
منا,منا
ولا,ولا
أذى,اذى
لهم,لهم
أجرهم,اجر
عند,عند
ربهم,ربهم
ولا,ولا
خوف,خوف
عليهم,علي
ولا,ولا
هم,هم
يحزنون,يحز
قول,قول
معروف,عرف
ومغفرة,غفر
خير,خير
من,من
صدقة,صدق
يتبعها,تبع
أذى,اذى
والله,ولل
غني,غني
حليم,حلم
يا,يا
أيها,ايه
الذين,الذين
آمنوا,امن
لا,لا
تبطلوا,بطل
صدقاتكم,صدق
بالمن,بلم
والأذى,اذى
كالذي,كلذ
ينفق,نفق
ماله,اله
رئاء,رئء
الناس,ناس
ولا,ولا
يؤمن,يؤم
بالله,بلل
واليوم,يوم
الآخر,اخر
فمثله,مثل
كمثل,كمثل
صفوان,صفو
عليه,عليه
تراب,ترب
فأصابه,أصب
وابل,وبل
فتركه,فتر
صلدا,صلد
لا,لا
يقدرون,قدر
على,على
شيء,شيء
مما,مما
كسبوا,كسب
والله,ولل
لا,لا
يهدي,يهد
القوم,قوم
الكافرين,كفر
ومثل,مثل
الذين,الذين
ينفقون,نفق
أموالهم,مول
ابتغاء,بغء
مرضات,مرض
الله,الل
وتثبيتا,تثب
من,من
أنفسهم,نفس
كمثل,كمثل
جنة,جنة
بربوة,ربو
أصابها,اصب
وابل,وبل
فآتت,فآت
أكلها,اكل
ضعفين,ضعف
فإن,فإن
لم,لم
يصبها,يصب
وابل,وبل
فطل,فطل
والله,ولل
بما,بما
تعملون,عمل
بصير,بصر
أيود,ايد
أحدكم,احد
أن,ان
تكون,تكون
له,له
جنة,جنة
من,من
نخيل,نخل
وأعناب,أعناب
تجري,تجر
من,من
تحتها,تحت
الأنهار,هار
له,له
فيها,فيه
من,من
كل,كل
الثمرات,ثمر
وأصابه,أصب
الكبر,كبر
وله,وله
ذرية,ذرة
ضعفاء,ضعفاء
فأصابها,أصب
إعصار,عصر
فيه,فيه
نار,نار
فاحترقت,حرق
كذلك,كذلك
يبين,يبن
الله,الل
لكم,لكم
الآيات,ايت
لعلكم,لعل
تتفكرون,فكر
يا,يا
أيها,ايه
الذين,الذين
آمنوا,امن
أنفقوا,نفق
من,من
طيبات,طيب
ما,ما
كسبتم,كسب
ومما,ومم
أخرجنا,خرج
لكم,لكم
من,من
الأرض,ارض
ولا,ولا
تيمموا,يمم
الخبيث,خبث
منه,منه
تنفقون,نفق
ولستم,ولس
بآخذيه,آخذ
إلا,الا
أن,ان
تغمضوا,غمض
فيه,فيه
واعلموا,علم
أن,ان
الله,الل
غني,غني
حميد,حمد
الشيطان,شيط
يعدكم,يعد
الفقر,فقر
ويأمركم,أمر
بالفحشاء,حشء
والله,ولل
يعدكم,يعد
مغفرة,غفر
منه,منه
وفضلا,فضل
والله,ولل
واسع,وسع
عليم,علم
يؤتي,يؤت
الحكمة,حكم
من,من
يشاء,يشء
ومن,ومن
يؤت,يؤت
الحكمة,حكم
فقد,فقد
أوتي,اوت
خيرا,خير
كثيرا,كثر
وما,وما
يذكر,ذكر
إلا,الا
أولو,ولو
الألباب,لبب
وما,وما
أنفقتم,نفق
من,من
نفقة,نفق
أو,او
نذرتم,نذر
من,من
نذر,نذر
فإن,فإن
الله,الل
يعلمه,علم
وما,وما
للظالمين,ظلم
من,من
أنصار,صار
إن,ان
تبدوا,تبد
الصدقات,صدق
فنعما,فنع
هي,هي
وإن,وإن
تخفوها,خفو
وتؤتوها,ؤتو
الفقراء,قرء
فهو,فهو
خير,خير
لكم,لكم
ويكفر,كفر
عنكم,عنكم
من,من
سيئاتكم,سيئ
والله,ولل
بما,بما
تعملون,عمل
خبير,خبر
ليس,ليس
عليك,علك
هداهم,هدا
ولكن,ولكن
الله,الل
يهدي,يهد
من,من
يشاء,يشء
وما,وما
تنفقوا,نفق
من,من
خير,خير
فلأنفسكم,أنفس
وما,وما
تنفقون,نفق
إلا,الا
ابتغاء,بغء
وجه,وجه
الله,الل
وما,وما
تنفقوا,نفق
من,من
خير,خير
يوف,يوف
إليكم,الي
وأنتم,وأن
لا,لا
تظلمون,ظلم
للفقراء,قرء
الذين,الذين
أحصروا,حصر
في,في
سبيل,سبل
الله,الل
لا,لا
يستطيعون,تطع
ضربا,ضرب
في,في
الأرض,ارض
يحسبهم,حسب
الجاهل,جهل
أغنياء,غنياء
من,من
التعفف,عفف
تعرفهم,عرف
بسيماهم,بسم
لا,لا
يسألون,سأل
الناس,ناس
إلحافا,لحف
وما,وما
تنفقوا,نفق
من,من
خير,خير
فإن,فإن
الله,الل
به,به
عليم,علم
الذين,الذين
ينفقون,نفق
أموالهم,مول
بالليل,ليل
والنهار,نهر
سرا,سرا
وعلانية,وعل
فلهم,لهم
أجرهم,اجر
عند,عند
ربهم,ربهم
ولا,ولا
خوف,خوف
عليهم,علي
ولا,ولا
هم,هم
يحزنون,يحز
الذين,الذين
يأكلون,أكل
الربا,ربا
لا,لا
يقومون,يقم
إلا,الا
كما,كما
يقوم,يقم
الذي,الذي
يتخبطه,خبط
الشيطان,شيط
من,من
المس,لمس
ذلك,ذلك
بأنهم,بأن
قالوا,قال
إنما,انم
البيع,بيع
مثل,مثل
الربا,ربا
وأحل,أحل
الله,الل
البيع,بيع
وحرم,حرم
الربا,ربا
فمن,فمن
جاءه,جءه
موعظة,وعظ
من,من
ربه,ربه
فانتهى,نهى
فله,فله
ما,ما
سلف,سلف
وأمره,أمر
إلى,الى
الله,الل
ومن,ومن
عاد,عاد
فأولئك,أولئ
أصحاب,صحب
النار,نار
هم,هم
فيها,فيه
خالدون,خلد
يمحق,محق
الله,الل
الربا,ربا
ويربي,يرب
الصدقات,صدق
والله,ولل
لا,لا
يحب,يحب
كل,كل
كفار,كفر
أثيم,اثم
إن,ان
الذين,الذين
آمنوا,امن
وعملوا,عمل
الصالحات,صلح
وأقاموا,أقم
الصلاة,صلة
وآتوا,وآت
الزكاة,زكة
لهم,لهم
أجرهم,اجر
عند,عند
ربهم,ربهم
ولا,ولا
خوف,خوف
عليهم,علي
ولا,ولا
هم,هم
يحزنون,يحز
يا,يا
أيها,ايه
الذين,الذين
آمنوا,امن
اتقوا,اتق
الله,الل
وذروا,وذر
ما,ما
بقي,بقي
من,من
الربا,ربا
إن,ان
كنتم,كنتم
مؤمنين,ؤمن
فإن,فإن
لم,لم
تفعلوا,فعل
فأذنوا,فأذ
بحرب,حرب
من,من
الله,الل
ورسوله,رسل
وإن,وإن
تبتم,بتم
فلكم,لكم
رءوس,رءس
أموالكم,مول
لا,لا
تظلمون,ظلم
ولا,ولا
تظلمون,ظلم
وإن,وإن
كان,كان
ذو,ذو
عسرة,عسر
فنظرة,نظر
إلى,الى
ميسرة,يسر
وأن,وأن
تصدقوا,صدق
خير,خير
لكم,لكم
إن,ان
كنتم,كنتم
تعلمون,علم
واتقوا,وتق
يوما,يوم
ترجعون,رجع
فيه,فيه
إلى,الى
الله,الل
ثم,ثم
توفى,وفى
كل,كل
نفس,نفس
ما,ما
كسبت,كسب
وهم,وهم
لا,لا
يظلمون,ظلم
يا,يا
أيها,ايه
الذين,الذين
آمنوا,امن
إذا,اذا
تداينتم,دين
بدين,بدن
إلى,الى
أجل,اجل
مسمى,سمى
فاكتبوه,كبو
وليكتب,كتب
بينكم,بين
كاتب,كتب
بالعدل,عدل
ولا,ولا
يأب,يأب
كاتب,كتب
أن,ان
يكتب,كتب
كما,كما
علمه,علم
الله,الل
فليكتب,كتب
وليملل,ملل
الذي,الذي
عليه,عليه
الحق,لحق
وليتق,يتق
الله,الل
ربه,ربه
ولا,ولا
يبخس,بخس
منه,منه
شيئا,شيئ
فإن,فإن
كان,كان
الذي,الذي
عليه,عليه
الحق,لحق
سفيها,سفي
أو,او
ضعيفا,ضعف
أو,او
لا,لا
يستطيع,تطع
أن,ان
يمل,يمل
هو,هو
فليملل,ملل
وليه,وله
بالعدل,عدل
واستشهدوا,شهد
شهيدين,شهد
من,من
رجالكم,رجل
فإن,فإن
لم,لم
يكونا,يكو
رجلين,رجل
فرجل,رجل
وامرأتان,مرأ
ممن,ممن
ترضون,ترض
من,من
الشهداء,شهداء
أن,ان
تضل,تضل
إحداهما,حده
فتذكر,ذكر
إحداهما,حده
الأخرى,خرى
ولا,ولا
يأب,يأب
الشهداء,شهداء
إذا,اذا
ما,ما
دعوا,دعا
ولا,ولا
تسأموا,سأم
أن,ان
تكتبوه,كبو
صغيرا,صغر
أو,او
كبيرا,كبر
إلى,الى
أجله,اجل
ذلكم,ذلكم
أقسط,قسط
عند,عند
الله,الل
وأقوم,أقم
للشهادة,شهد
وأدنى,أدنى
ألا,الا
ترتابوا,راب
إلا,الا
أن,ان
تكون,تكون
تجارة,جار
حاضرة,حضر
تديرونها,ديرو
بينكم,بين
فليس,فلس
عليكم,علي
جناح,جنح
ألا,الا
تكتبوها,كبو
وأشهدوا,أشهد
إذا,اذا
تبايعتم,بيع
ولا,ولا
يضار,يضر
كاتب,كتب
ولا,ولا
شهيد,شهد
وإن,وإن
تفعلوا,فعل
فإنه,فإن
فسوق,فسق
بكم,بكم
واتقوا,وتق
الله,الل
ويعلمكم,علم
الله,الل
والله,ولل
بكل,بكل
شيء,شيء
عليم,علم
وإن,وإن
كنتم,كنتم
على,على
سفر,سفر
ولم,ولم
تجدوا,تجد
كاتبا,كتب
فرهان,فره
مقبوضة,قبض
فإن,فإن
أمن,امن
بعضكم,بعض
بعضا,بعض
فليؤد,يؤد
الذي,الذي
اؤتمن,ؤمن
أمانته,منت
وليتق,يتق
الله,الل
ربه,ربه
ولا,ولا
تكتموا,كتم
الشهادة,شهد
ومن,ومن
يكتمها,كتم
فإنه,فإن
آثم,اثم
قلبه,قلب
والله,ولل
بما,بما
تعملون,عمل
عليم,علم
لله,لله
ما,ما
في,في
السماوات,سمو
وما,وما
في,في
الأرض,ارض
وإن,وإن
تبدوا,تبد
ما,ما
في,في
أنفسكم,نفس
أو,او
تخفوه,خفو
يحاسبكم,حسب
به,به
الله,الل
فيغفر,غفر
لمن,لمن
يشاء,يشء
ويعذب,عذب
من,من
يشاء,يشء
والله,ولل
على,على
كل,كل
شيء,شيء
قدير,قدر
آمن,امن
الرسول,رسل
بما,بما
أنزل,نزل
إليه,اله
من,من
ربه,ربه
والمؤمنون,ؤمن
كل,كل
آمن,امن
بالله,بلل
وملائكته,وملائكته
وكتبه,كتب
ورسله,رسل
لا,لا
نفرق,فرق
بين,بين
أحد,احد
من,من
رسله,رسل
وقالوا,وقل
سمعنا,سمع
وأطعنا,أطع
غفرانك,غفر
ربنا,ربن
وإليك,وإل
المصير,صير
لا,لا
يكلف,كلف
الله,الل
نفسا,نفس
إلا,الا
وسعها,وسع
لها,لها
ما,ما
كسبت,كسب
وعليها,وعل
ما,ما
اكتسبت,كسب
ربنا,ربن
لا,لا
تؤاخذنا,ؤخذ
إن,ان
نسينا,نسي
أو,او
أخطأنا,خطأ
ربنا,ربن
ولا,ولا
تحمل,حمل
علينا,علي
إصرا,اصر
كما,كما
حملته,حمل
على,على
الذين,الذين
من,من
قبلنا,قبل
ربنا,ربن
ولا,ولا
تحملنا,حمل
ما,ما
لا,لا
طاقة,طقة
لنا,لنا
به,به
واعف,وعف
عنا,عنا
واغفر,غفر
لنا,لنا
وارحمنا,رحم
أنت,انت
مولانا,ولا
فانصرنا,نصر
على,على
القوم,قوم
الكافرين,كفر
